SpreadsheetImportPlus v1,,,,,,,,,,,,,,
từ vựng,nghĩa,loại từ,giải thích,ví dụ,nghĩa ví dụ,collocation,synonym,antonym,tag_1,tag_2,tag_3,tag_4,id,_tags
어제,hôm qua,Danh từ/Phó từ,,**어제** 영화를 봤어요.,**Hôm qua** tôi đã xem phim.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00230,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
오늘,hôm nay,Danh từ/Phó từ,,**오늘** 날씨가 좋아요.,**Hôm nay** thời tiết tốt.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00231,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
내일,ngày mai,Danh từ/Phó từ,,**내일** 시험이 있어요.,**Ngày mai** có bài thi.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00232,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
모레,ngày mốt,Danh từ/Phó từ,,**모레** 여행을 가요.,**Ngày mốt** tôi đi du lịch.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00233,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
지난해 / 작년,năm ngoái,Danh từ,,**작년**에 한국에 왔어요.,**Năm ngoái** tôi đã đến Hàn Quốc.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00234,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
올해 / 금년,năm nay,Danh từ,,**올해** 스무 살이에요.,**Năm nay** tôi 20 tuổi.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00235,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
다음 해 / 내년,năm sau,Danh từ,,**내년**에 졸업해요.,**Năm sau** tôi tốt nghiệp.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00236,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
지난달,tháng trước,Danh từ,,**지난달**에 아주 바빴어요.,**Tháng trước** tôi đã rất bận.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00237,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
이번 달,tháng này,Danh từ,,**이번 달**은 한가해요.,**Tháng này** tôi rảnh.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00238,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
다음 달,tháng sau,Danh từ,,**다음 달**에 시험이 있어요.,**Tháng sau** có bài thi.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00239,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
지난주,tuần trước,Danh từ,,**지난주**에 친구를 만났어요.,**Tuần trước** tôi đã gặp bạn.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00240,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
이번 주,tuần này,Danh từ,,**이번 주**에 숙제가 많아요.,**Tuần này** có nhiều bài tập.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00241,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
다음 주,tuần sau,Danh từ,,**다음 주**에 파티를 해요.,**Tuần sau** tôi tổ chức tiệc.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00242,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
평일 (주중),ngày thường (trong tuần),Danh từ,,**평일**에는 학교에 가요.,Vào **ngày thường** tôi đến trường.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00243,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
주말,cuối tuần,Danh từ,,**주말**에 쉬어요.,Tôi nghỉ ngơi vào **cuối tuần**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00244,THTH::Quyển-01::Bài-04::2.날짜_관련_어휘
한자어,Từ gốc Hán,Danh từ,,이것은 **한자어**예요.,Đây là **từ gốc Hán**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00245,THTH::Quyển-01::Bài-04::3.한자어_수사
수사,Số từ (Tên loại từ),Danh từ,,이것은 **수사**예요.,Đây là **Số từ**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00246,THTH::Quyển-01::Bài-04::3.한자어_수사
한자어 수사,Số từ Hán-Hàn,Cụm danh từ,,**한자어 수사**를 배워요.,Chúng tôi học **số từ Hán-Hàn**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00247,THTH::Quyển-01::Bài-04::3.한자어_수사
영/공,số 0,Số từ,,전화번호에 **영**(공)이 있어요.,Trong số điện thoại có **số 0**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00248,THTH::Quyển-01::Bài-04::3.한자어_수사
일,số 1,Số từ,,버스 번호가 **일** 번이에요.,Số xe buýt là số **1**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00249,THTH::Quyển-01::Bài-04::3.한자어_수사
이,số 2,Số từ,,사과가 **이**(두) 개 있어요.,Có **2** quả táo.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00250,THTH::Quyển-01::Bài-04::3.한자어_수사
삼,số 3,Số từ,,저는 **삼** 층에 살아요.,Tôi sống ở tầng **3**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00251,THTH::Quyển-01::Bài-04::3.한자어_수사
사,số 4,Số từ,,**사**월 **사**일,Ngày **4** tháng **4**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00252,THTH::Quyển-01::Bài-04::3.한자어_수사
오,số 5,Số từ,,**오** 분만 기다리세요.,Xin đợi **5** phút thôi.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00253,THTH::Quyển-01::Bài-04::3.한자어_수사
육,số 6,Số từ,,**육**월 **육**일,Ngày **6** tháng **6**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00254,THTH::Quyển-01::Bài-04::3.한자어_수사
칠,số 7,Số từ,,**칠**월 **칠**석,Lễ Thất tịch (ngày 7 tháng 7 âm lịch),,,,THTH,Quyển_01,Bài_04,,THTH-01-00255,THTH::Quyển-01::Bài-04::3.한자어_수사
팔,số 8,Số từ,,**팔**월 **팔**일,Ngày **8** tháng **8**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00256,THTH::Quyển-01::Bài-04::3.한자어_수사
구,số 9,Số từ,,**구**월 **구**일,Ngày **9** tháng **9**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00257,THTH::Quyển-01::Bài-04::3.한자어_수사
십,số 10,Số từ,,**십** 분 후에 만나요.,Gặp nhau sau **10** phút nhé.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00258,THTH::Quyển-01::Bài-04::3.한자어_수사
십일,số 11,Số từ,,**십일** 월,Tháng **11**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00259,THTH::Quyển-01::Bài-04::3.한자어_수사
십이,số 12,Số từ,,**십이** 월,Tháng **12**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00260,THTH::Quyển-01::Bài-04::3.한자어_수사
십삼,số 13,Số từ,,**십삼** 일,Ngày **13**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00261,THTH::Quyển-01::Bài-04::3.한자어_수사
십사,số 14,Số từ,,**십사** 일,Ngày **14**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00262,THTH::Quyển-01::Bài-04::3.한자어_수사
십오,số 15,Số từ,,**십오** 분,**15** phút.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00263,THTH::Quyển-01::Bài-04::3.한자어_수사
십육,số 16,Số từ,Phát âm: 심뉵,**십육** 살,**16** tuổi.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00264,THTH::Quyển-01::Bài-04::3.한자어_수사
십칠,số 17,Số từ,,**십칠** 일,Ngày **17**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00265,THTH::Quyển-01::Bài-04::3.한자어_수사
십팔,số 18,Số từ,,**십팔** 세,**18** tuổi.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00266,THTH::Quyển-01::Bài-04::3.한자어_수사
십구,số 19,Số từ,,**십구** 일,Ngày **19**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00267,THTH::Quyển-01::Bài-04::3.한자어_수사
이십,20,Số từ,,**이십** 분,**20** phút.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00268,THTH::Quyển-01::Bài-04::3.한자어_수사
삼십,30,Số từ,,**삼십** 일,Ngày **30**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00269,THTH::Quyển-01::Bài-04::3.한자어_수사
사십,40,Số từ,,**사십** 세,**40** tuổi.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00270,THTH::Quyển-01::Bài-04::3.한자어_수사
오십,50,Số từ,,**오십** 쪽,Trang **50**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00271,THTH::Quyển-01::Bài-04::3.한자어_수사
육십,60,Số từ,,**육십** 분은 한 시간이에요.,**60** phút là một tiếng.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00272,THTH::Quyển-01::Bài-04::3.한자어_수사
칠십,70,Số từ,,**칠십** 페이지,Trang **70**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00273,THTH::Quyển-01::Bài-04::3.한자어_수사
팔십,80,Số từ,,**팔십** 세,**80** tuổi.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00274,THTH::Quyển-01::Bài-04::3.한자어_수사
구십,90,Số từ,,**구십** 점,**90** điểm.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00275,THTH::Quyển-01::Bài-04::3.한자어_수사
백,100,Số từ,,이 책은 **백** 페이지예요.,Cuốn sách này **100** trang.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00276,THTH::Quyển-01::Bài-04::3.한자어_수사
천,1 nghìn,Số từ,,이것은 **천** 원이에요.,"Cái này giá **1,000** won.",,,,THTH,Quyển_01,Bài_04,,THTH-01-00277,THTH::Quyển-01::Bài-04::3.한자어_수사
만,10 nghìn,Số từ,,이것은 **만** 원이에요.,"Cái này giá **10,000** won.",,,,THTH,Quyển_01,Bài_04,,THTH-01-00278,THTH::Quyển-01::Bài-04::3.한자어_수사
십만,100 nghìn,Số từ,,이것은 **십만** 원이에요.,"Cái này giá **100,000** won.",,,,THTH,Quyển_01,Bài_04,,THTH-01-00279,THTH::Quyển-01::Bài-04::3.한자어_수사
백만,1 triệu,Số từ,,이것은 **백만** 원이에요.,Cái này giá **1 triệu** won.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00280,THTH::Quyển-01::Bài-04::3.한자어_수사
천만,10 triệu,Số từ,,이것은 **천만** 원이에요.,Cái này giá **10 triệu** won.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00281,THTH::Quyển-01::Bài-04::3.한자어_수사
억,100 triệu,Số từ,,집 값은 1**억** 원이에요.,Giá nhà là **100 triệu** won.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00282,THTH::Quyển-01::Bài-04::3.한자어_수사
십억,1 tỷ,Số từ,"1,000,000,000",,,,,,THTH,Quyển_01,Bài_04,,THTH-01-00283,THTH::Quyển-01::Bài-04::3.한자어_수사
백억,10 tỷ,Số từ,"10,000,000,000",,,,,,THTH,Quyển_01,Bài_04,,THTH-01-00284,THTH::Quyển-01::Bài-04::3.한자어_수사
천억,100 tỷ,Số từ,"100,000,000,000",,,,,,THTH,Quyển_01,Bài_04,,THTH-01-00285,THTH::Quyển-01::Bài-04::3.한자어_수사
며칠,ngày mấy,Đại từ nghi vấn,"đúng: 며칠, sai: 몇 일",오늘이 **며칠**이에요?,Hôm nay là **ngày mấy**?,,,,THTH,Quyển_01,Bài_04,,THTH-01-00286,THTH::Quyển-01::Bài-04::3.한자어_수사
몇 월,tháng mấy,Cụm từ nghi vấn,,지금 **몇 월**이에요?,Bây giờ là **tháng mấy**?,,,,THTH,Quyển_01,Bài_04,,THTH-01-00287,THTH::Quyển-01::Bài-04::3.한자어_수사
일 층,tầng 1,Cụm danh từ,,식당은 **일 층**에 있어요.,Nhà ăn ở **tầng 1**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00288,THTH::Quyển-01::Bài-04::3.한자어_수사
이 층,tầng 2,Cụm danh từ,,교실은 **이 층**에 있어요.,Lớp học ở **tầng 2**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00289,THTH::Quyển-01::Bài-04::3.한자어_수사
삼 층,tầng 3,Cụm danh từ,,우리 집은 **삼 층**이에요.,Nhà tôi ở **tầng 3**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00290,THTH::Quyển-01::Bài-04::3.한자어_수사
F 층 (사 층),tầng 4,Cụm danh từ,"F = Four, số 4 (사) đồng âm với 'tử' (死)",우리 교실은 **F 층**(사 층)에 있어요.,Lớp học của chúng tôi ở **tầng 4**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00291,THTH::Quyển-01::Bài-04::3.한자어_수사
강사,giảng viên,Danh từ,,우리 선생님은 **강사**예요.,Giáo viên của chúng tôi là **giảng viên**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00292,THTH::Quyển-01::Bài-04::4.새_단어
계획표,bảng kế hoạch,Danh từ,,이것은 **계획표**예요.,Đây là **bảng kế hoạch**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00293,THTH::Quyển-01::Bài-04::4.새_단어
구경하다,"ngắm, xem, tham quan",Động từ,,시장을 **구경해요**.,Tôi đi **ngắm** chợ.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00294,THTH::Quyển-01::Bài-04::4.새_단어
그리고,và...,Phó từ liên kết,,저는 학생이에요. **그리고** 베트남 사람이에요.,Tôi là học sinh. **Và** tôi là người Việt Nam.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00295,THTH::Quyển-01::Bài-04::4.새_단어
등산,leo núi (việc),Danh từ,,**등산**을 좋아해요.,Tôi thích **leo núi**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00296,THTH::Quyển-01::Bài-04::4.새_단어
등산하다,leo núi,Động từ,,주말에 **등산해요**.,Tôi **leo núi** vào cuối tuần.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00297,THTH::Quyển-01::Bài-04::4.새_단어
명절,ngày lễ,Danh từ,,설날은 한국 **명절**이에요.,Seollal là **ngày lễ** của Hàn Quốc.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00298,THTH::Quyển-01::Bài-04::4.새_단어
방학,kỳ nghỉ (của học sinh/sinh viên),Danh từ,,**방학**에 여행을 가요.,Vào **kỳ nghỉ** tôi đi du lịch.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00299,THTH::Quyển-01::Bài-04::4.새_단어
산,núi,Danh từ,,저는 **산**을 좋아해요.,Tôi thích **núi**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00300,THTH::Quyển-01::Bài-04::4.새_단어
생일,sinh nhật,Danh từ,,오늘이 제 **생일**이에요.,Hôm nay là **sinh nhật** tôi.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00301,THTH::Quyển-01::Bài-04::4.새_단어
파티,bữa tiệc,Danh từ,party,친구와 **파티**를 해요.,Tôi tổ chức **tiệc** với bạn.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00302,THTH::Quyển-01::Bài-04::4.새_단어
생일 파티,tiệc sinh nhật,Cụm danh từ,,내일 **생일 파티**를 해요.,Ngày mai tôi tổ chức **tiệc sinh nhật**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00303,THTH::Quyển-01::Bài-04::4.새_단어
설날,ngày Tết,Danh từ,,**설날**에 고향에 가요.,Vào **ngày Tết** tôi về quê.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00304,THTH::Quyển-01::Bài-04::4.새_단어
숙제,bài tập,Danh từ,,**숙제**가 많아요.,Có nhiều **bài tập**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00305,THTH::Quyển-01::Bài-04::4.새_단어
숙제하다,làm bài tập,Động từ,,집에서 **숙제해요**.,Tôi **làm bài tập** ở nhà.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00306,THTH::Quyển-01::Bài-04::4.새_단어
시험,bài thi,Danh từ,,내일 **시험**이 있어요.,Ngày mai có **bài thi**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00307,THTH::Quyển-01::Bài-04::4.새_단어
시험을 보다,làm bài thi,Cụm động từ,,오늘 **시험을 봐요**.,Hôm nay tôi **làm bài thi**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00308,THTH::Quyển-01::Bài-04::4.새_단어
아르바이트,việc làm thêm,Danh từ,,저는 **아르바이트**를 해요.,Tôi **làm thêm**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00309,THTH::Quyển-01::Bài-04::4.새_단어
아르바이트하다,làm thêm,Động từ,,카페에서 **아르바이트해요**.,Tôi **làm thêm** ở quán cà phê.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00310,THTH::Quyển-01::Bài-04::4.새_단어
알바,việc làm thêm (Viết tắt),Danh từ,아르바이트,저는 **알바**를 구해요.,Tôi tìm **việc làm thêm**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00311,THTH::Quyển-01::Bài-04::4.새_단어
아름답다,"đẹp (thường dùng cho phong cảnh, nghệ thuật)",Tính từ,,경치가 **아름다워요**.,Phong cảnh **đẹp**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00312,THTH::Quyển-01::Bài-04::4.새_단어
안내,hướng dẫn,Danh từ,,**안내**를 받아요.,Tôi nhận **hướng dẫn**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00313,THTH::Quyển-01::Bài-04::4.새_단어
전화번호,số điện thoại,Danh từ,,**전화번호**가 뭐예요?,**Số điện thoại** là gì?,,,,THTH,Quyển_01,Bài_04,,THTH-01-00314,THTH::Quyển-01::Bài-04::4.새_단어
졸업하다,tốt nghiệp,Động từ,,내년에 **졸업해요**.,Năm sau tôi **tốt nghiệp**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00315,THTH::Quyển-01::Bài-04::4.새_단어
층,tầng,Danh từ,,우리 집은 3**층**이에요.,Nhà tôi ở **tầng** 3.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00316,THTH::Quyển-01::Bài-04::4.새_단어
몇 층,tầng mấy,Cụm từ nghi vấn,,교실이 **몇 층**이에요?,Lớp học ở **tầng mấy**?,,,,THTH,Quyển_01,Bài_04,,THTH-01-00317,THTH::Quyển-01::Bài-04::4.새_단어
크리스마스,Giáng sinh,Danh từ,Christmas,**크리스마스**에 파티를 해요.,Tôi tổ chức tiệc vào **Giáng sinh**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00318,THTH::Quyển-01::Bài-04::4.새_단어
파티를 하다,tổ chức tiệc,Cụm động từ,,친구들과 **파티를 해요**.,Tôi **tổ chức tiệc** với bạn bè.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00319,THTH::Quyển-01::Bài-04::4.새_단어
한글날,Ngày Hangeul,Danh từ riêng,,**한글날**은 10월 9일이에요.,**Ngày Hangeul** là ngày 9 tháng 10.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00320,THTH::Quyển-01::Bài-04::4.새_단어
호,"số (phòng, căn hộ)",Danh từ phụ thuộc,,제 방은 302**호**예요.,Phòng tôi là phòng **số** 302.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00321,THTH::Quyển-01::Bài-04::4.새_단어
회의,cuộc họp,Danh từ,,지금 **회의**를 해요.,Bây giờ đang **họp**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00322,THTH::Quyển-01::Bài-04::4.새_단어
회의하다,họp,Động từ,,우리는 **회의해요**.,Chúng tôi **họp**.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00323,THTH::Quyển-01::Bài-04::4.새_단어
휴가,kỳ nghỉ (Thường dùng cho người đi làm),Danh từ,,여름 **휴가**를 가요.,Tôi đi **nghỉ** hè.,,,,THTH,Quyển_01,Bài_04,,THTH-01-00324,THTH::Quyển-01::Bài-04::4.새_단어
시간,thời gian,Danh từ,,**시간**이 없어요.,Không có **thời gian**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00325,THTH::Quyển-01::Bài-05::1.시간
오전,buổi sáng,Danh từ,0 giờ ~ 12 giờ,**오전**에는 공부해요.,Vào **buổi sáng** tôi học bài.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00326,THTH::Quyển-01::Bài-05::1.시간
오후,buổi chiều,Danh từ,12 giờ ~ 24 giờ,**오후**에는 운동해요.,Vào **buổi chiều** tôi tập thể dục.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00327,THTH::Quyển-01::Bài-05::1.시간
낮,ban ngày,Danh từ,,**낮**에는 일해요.,Vào **ban ngày** tôi làm việc.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00328,THTH::Quyển-01::Bài-05::1.시간
밤,ban đêm,Danh từ,,**밤**에는 자요.,Vào **ban đêm** tôi ngủ.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00329,THTH::Quyển-01::Bài-05::1.시간
아침,buổi sáng/bữa sáng,Danh từ,(thường từ 6 giờ ~ 9 giờ),**아침**을 먹어요.,Tôi ăn **sáng**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00330,THTH::Quyển-01::Bài-05::1.시간
점심,bữa trưa/buổi trưa,Danh từ,,**점심**을 먹어요.,Tôi ăn **trưa**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00331,THTH::Quyển-01::Bài-05::1.시간
저녁,bữa tối/buổi tối,Danh từ,,**저녁**을 먹어요.,Tôi ăn **tối**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00332,THTH::Quyển-01::Bài-05::1.시간
새벽,sáng sớm,Danh từ,,**새벽**에 일어나요.,Tôi thức dậy vào **sáng sớm**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00333,THTH::Quyển-01::Bài-05::1.시간
일상,cuộc sống thường nhật,Danh từ,,제 **일상**은 평범해요.,**Cuộc sống thường nhật** của tôi bình thường.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00334,THTH::Quyển-01::Bài-05::2.일상_표현_동사
표현,biểu hiện,Danh từ,,좋은 **표현**이에요.,Là một **biểu hiện** hay.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00335,THTH::Quyển-01::Bài-05::2.일상_표현_동사
일상 표현 동사,động từ chỉ sinh hoạt hằng ngày,Cụm Danh từ,,**일상 표현 동사**를 배워요.,Học **động từ chỉ sinh hoạt hằng ngày**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00336,THTH::Quyển-01::Bài-05::2.일상_표현_동사
일어나다,thức dậy,Động từ,,아침 7시에 **일어나요**.,Tôi **thức dậy** lúc 7 giờ sáng.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00337,THTH::Quyển-01::Bài-05::2.일상_표현_동사
이를 닦다,đánh răng,Danh từ + Động từ,,밥을 먹고 **이를 닦아요**.,Ăn cơm xong tôi **đánh răng**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00338,THTH::Quyển-01::Bài-05::2.일상_표현_동사
세수하다,rửa mặt,Động từ,,아침에 **세수해요**.,Tôi **rửa mặt** vào buổi sáng.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00339,THTH::Quyển-01::Bài-05::2.일상_표현_동사
다니다,đi (tính chất thường xuyên),Động từ,,학교에 **다녀요**.,Tôi **đi** học (thường xuyên).,,,,THTH,Quyển_01,Bài_05,,THTH-01-00340,THTH::Quyển-01::Bài-05::2.일상_표현_동사
학교에 다니다,đi học (đến trường),Danh từ + Động từ,,저는 대학교에 **다녀요**.,Tôi **đi học** đại học.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00341,THTH::Quyển-01::Bài-05::2.일상_표현_동사
회사에 다니다,đi làm (đến công ty),Danh từ + Động từ,,아버지는 **회사에 다녀요**.,Bố tôi **đi làm** ở công ty.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00342,THTH::Quyển-01::Bài-05::2.일상_표현_동사
배우다,học (có người dạy),Động từ,,한국어를 **배워요**.,Tôi **học** tiếng Hàn.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00343,THTH::Quyển-01::Bài-05::2.일상_표현_동사
청소하다,dọn dẹp,Động từ,,방을 **청소해요**.,Tôi **dọn dẹp** phòng.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00344,THTH::Quyển-01::Bài-05::2.일상_표현_동사
목욕하다,tắm (bồn),Động từ,,저녁에 **목욕해요**.,Tôi **tắm** vào buổi tối.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00345,THTH::Quyển-01::Bài-05::2.일상_표현_동사
출근하다,đi làm,Động từ,,아침 8시에 **출근해요**.,Tôi **đi làm** lúc 8 giờ sáng.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00346,THTH::Quyển-01::Bài-05::2.일상_표현_동사
퇴근하다,tan làm,Động từ,,저녁 6시에 **퇴근해요**.,Tôi **tan làm** lúc 6 giờ tối.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00347,THTH::Quyển-01::Bài-05::2.일상_표현_동사
시작하다,bắt đầu,Động từ,,수업을 **시작해요**.,**Bắt đầu** tiết học.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00348,THTH::Quyển-01::Bài-05::2.일상_표현_동사
끝나다,kết thúc,Động từ,,수업이 **끝나요**.,Tiết học **kết thúc**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00349,THTH::Quyển-01::Bài-05::2.일상_표현_동사
3시 10분 50초,3 giờ 10 phút 50 giây,Cụm Danh từ,,지금 **3시 10분 50초**예요.,Bây giờ là **3 giờ 10 phút 50 giây**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00350,THTH::Quyển-01::Bài-05::2.일상_표현_동사
1시,1 giờ,Cụm Danh từ,Số thuần Hàn + 시,지금 **한 시**예요.,Bây giờ là **1 giờ**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00351,THTH::Quyển-01::Bài-05::2.일상_표현_동사
2시 5분,2 giờ 5 phút,Cụm Danh từ,,지금 **두 시 오 분**이에요.,Bây giờ là **2 giờ 5 phút**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00352,THTH::Quyển-01::Bài-05::2.일상_표현_동사
3시 10분,3 giờ 10 phút,Cụm Danh từ,,지금 **세 시 십 분**이에요.,Bây giờ là **3 giờ 10 phút**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00353,THTH::Quyển-01::Bài-05::2.일상_표현_동사
4시 15분,4 giờ 15 phút,Cụm Danh từ,,지금 **네 시 십오 분**이에요.,Bây giờ là **4 giờ 15 phút**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00354,THTH::Quyển-01::Bài-05::2.일상_표현_동사
5시 20분,5 giờ 20 phút,Cụm Danh từ,,지금 **다섯 시 이십 분**이에요.,Bây giờ là **5 giờ 20 phút**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00355,THTH::Quyển-01::Bài-05::2.일상_표현_동사
고유어,Từ thuần Hàn,Danh từ,,이것은 **고유어**예요.,Đây là **từ thuần Hàn**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00356,THTH::Quyển-01::Bài-05::2.고유어_수사
고유어 수사,Số từ thuần Hàn,Cụm Danh từ,,**고유어 수사**를 배워요.,Học **số từ thuần Hàn**.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00357,THTH::Quyển-01::Bài-05::2.고유어_수사
하나,(thuần Hàn) 1,Số từ,Dạng trước danh từ đơn vị: 한,사과가 **하나** 있어요.,Có **1** quả táo.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00358,THTH::Quyển-01::Bài-05::2.고유어_수사
둘,(thuần Hàn) 2,Số từ,Dạng trước danh từ đơn vị: 두,사과가 **둘** 있어요.,Có **2** quả táo.,,,,THTH,Quyển_01,Bài_05,,THTH-01-00359,THTH::Quyển-01::Bài-05::2.고유어_수사
